season,game_id,game_number,play_seq_num,narrative,home_team_id,home_team_score,away_team_id,away_team_score,offensive_team_id,offensive_team_score,defensive_team_id,defensive_team_score,inning,top_bottom_flag,outs,winning_team_id,action,hit_location,hit_location_description,batter_id,pitcher_id
2023,442,1,-1,Start of game,366,0,367,0,367,0,366,0,1,True,0,,,,,,
2023,442,1,1,V Hayward walked (3-0 BBBB).,366,0,367,0,367,0,366,0,1,True,0,,BB,0,,3,659
2023,442,1,2,"A Leach singled to pitcher, bunt (0-0); V Hayward advanced to second.",366,0,367,0,367,0,366,0,1,True,0,,1B 1 BU,1,pitcher,69,659
2023,442,1,3,C Clifton reached on a fielder's choice (1-2 BKF); A Leach out at second 2b to ss; V Hayward advanced to third.,366,0,367,0,367,0,366,0,1,True,0,,FC,0,,22,659
2023,442,1,4,"D Mulipola flied out to rf, SF, RBI (2-2 BKFB); V Hayward scored.",366,0,367,1,367,1,366,0,1,True,1,367,F9 SF RBI,9,,199,659
2023,442,1,5,T Vidales fouled out to 3b (0-2 FF).,366,0,367,1,367,1,366,0,1,True,2,367,FF5,5,,29,659
2023,442,1,6,"H McCleney homered to right field, RBI (3-2 BSBSB).",366,1,367,1,366,1,367,1,1,False,0,,HR 9 RBI,9,right field,28,10
2023,442,1,7,S Bates walked (3-0 BBBB).,366,1,367,1,366,1,367,1,1,False,0,,BB,0,,198,10
2023,442,1,8,"A Lorenz doubled to center field, RBI (0-1 K); S Bates scored.",366,2,367,1,366,2,367,1,1,False,0,366,2B 8 RBI,8,center field,159,10
2023,442,1,9,S Rhodes struck out swinging (1-2 BKFS).,366,2,367,1,366,2,367,1,1,False,0,366,KS,0,,297,10
2023,442,1,10,S Fischer grounded out to 3b (0-1 S).,366,2,367,1,366,2,367,1,1,False,1,366,53,5,,37,10
2023,442,1,11,D Gibson struck out looking (1-2 KBSFK).,366,2,367,1,366,2,367,1,1,False,2,366,KL,0,,308,10
2023,442,1,12,K Stewart-Hu lined out to 1b (1-1 BK).,366,2,367,1,367,1,366,2,2,True,0,366,L3,3,,38,659
2023,442,1,13,A Ocasio flied out to rf (2-2 KBFBF).,366,2,367,1,367,1,366,2,2,True,1,366,F9,9,,10,659
2023,442,1,14,C Gano singled up the middle (1-1 KB).,366,2,367,1,367,1,366,2,2,True,2,366,1B MI,8,middle,167,659
2023,442,1,15,J Jackson struck out swinging (0-2 KSS).,366,2,367,1,367,1,366,2,2,True,2,366,KS,0,,54,659
2023,442,1,16,R Garcia flied out to cf (1-0 B).,366,2,367,1,366,2,367,1,2,False,0,366,F8,8,,278,10
2023,442,1,17,S Palacios struck out looking (1-2 KFBK).,366,2,367,1,366,2,367,1,2,False,1,366,KL,0,,7,10
2023,442,1,18,A Ramirez struck out swinging (2-2 SBBFFS).,366,2,367,1,366,2,367,1,2,False,2,366,KS,0,,12,10
2023,442,1,19,V Hayward grounded out to p (0-2 KK).,366,2,367,1,367,1,366,2,3,True,0,366,13,1,,3,659
2023,442,1,20,"A Leach homered to right field, RBI (0-1 F).",366,2,367,2,367,2,366,2,3,True,1,,HR 9 RBI,9,right field,69,659
